日期,收盘,开盘,高,低,交易量,涨跌幅
2/23/2016,137.71,138.29,138.58,136.44,11.52M,0.15%
2/24/2016,136.25,137.51,137.51,134.5,15.13M,-1.06%
2/25/2016,134.89,136.25,136.83,134.6,10.91M,-1.00%
2/26/2016,138.48,136.64,138.97,136.64,17.36M,2.66%
2/29/2016,137.71,138.48,138.58,135.47,14.28M,-0.56%
3/1/2016,140.23,137.8,140.33,137.32,15.50M,1.83%
3/2/2016,143.92,142.75,144.11,141.49,24.49M,2.63%
3/3/2016,143.24,144.6,144.6,141.69,15.96M,-0.47%
3/4/2016,142.85,144.11,144.98,141.2,19.71M,-0.27%
3/7/2016,142.17,143.63,144.21,141.2,13.75M,-0.48%
3/8/2016,141.98,141.01,142.56,139.84,11.44M,-0.13%
3/9/2016,141.39,140.71,141.49,139.16,14.07M,-0.42%
3/10/2016,140.71,140.81,141.88,140.52,10.10M,-0.48%
3/11/2016,143.72,140.52,144.11,140.04,17.50M,2.14%
3/14/2016,148.77,144.6,148.96,144.01,29.68M,3.51%
3/15/2016,146.83,146.34,148.96,146.15,16.21M,-1.30%
3/16/2016,146.44,146.34,147.02,144.79,13.92M,-0.27%
3/17/2016,147.8,148.48,148.96,146.54,13.65M,0.93%
3/18/2016,153.23,154.3,154.49,151.2,52.01M,3.67%
3/21/2016,153.43,153.91,154.01,152.46,18.62M,0.13%
3/22/2016,154.79,155.17,155.17,153.33,19.95M,0.89%
3/23/2016,154.98,155.08,155.17,153.72,15.44M,0.12%
3/24/2016,154.11,154.3,155.08,153.04,18.44M,-0.56%
3/29/2016,152.65,154.3,154.3,152.36,16.82M,-0.95%
3/30/2016,153.52,154.3,154.79,153.23,20.83M,0.57%
3/31/2016,153.72,154.59,154.59,152.46,17.52M,0.13%
4/1/2016,153.82,154.88,154.88,153.14,16.04M,0.07%
4/5/2016,151.97,152.36,152.36,149.84,14.50M,-1.20%
4/6/2016,154.3,152.94,154.4,152.36,17.76M,1.53%
4/7/2016,157.02,155.17,157.21,154.88,21.77M,1.76%
4/8/2016,155.27,155.76,156.24,154.49,15.16M,-1.11%
4/11/2016,154.79,153.52,156.05,153.52,9.40M,-0.31%
4/12/2016,155.27,155.17,155.47,154.49,12.31M,0.31%
4/13/2016,159.64,157.21,159.83,156.44,32.54M,2.81%
4/14/2016,160.12,160.61,162.26,156.73,25.30M,0.30%
4/15/2016,160.41,159.64,160.61,158.57,11.41M,0.18%
4/18/2016,160.8,160.12,161.09,159.25,9.12M,0.24%
4/19/2016,160.8,160.71,161.58,158.57,13.64M,0.00%
4/20/2016,157.12,160.61,160.61,156.73,15.48M,-2.29%
4/21/2016,158.67,158.18,159.44,157.31,13.12M,0.99%
4/22/2016,157.99,156.24,158.18,155.47,8.82M,-0.43%
4/25/2016,155.17,155.66,156.24,154.88,10.73M,-1.78%
4/26/2016,157.02,156.24,157.21,154.11,8.65M,1.19%
4/27/2016,154.79,155.47,155.56,153.72,11.55M,-1.42%
4/28/2016,156.24,155.95,157.79,155.27,18.66M,0.94%
4/29/2016,154.2,155.27,155.56,154.11,10.90M,-1.31%
5/3/2016,150.71,154.2,154.2,150.52,15.34M,-2.26%
5/4/2016,149.93,151.1,151.1,148.87,16.38M,-0.52%
5/5/2016,148.67,148.48,150.13,147.99,13.65M,-0.84%
5/6/2016,149.35,148.77,150.9,147.7,15.88M,0.46%
5/9/2016,150.52,150.9,151.2,149.64,9.42M,0.78%
5/10/2016,151.78,149.74,152.07,149.74,11.85M,0.84%
5/11/2016,151.87,153.72,153.72,151.39,11.59M,0.06%
5/12/2016,149.64,151.97,151.97,149.45,13.28M,-1.47%
5/13/2016,150.52,151,151.68,149.16,18.09M,0.59%
5/16/2016,155.17,151.49,155.56,151.2,21.58M,3.09%
5/17/2016,158.09,157.5,159.44,156.14,22.63M,1.88%
5/18/2016,156.34,156.24,157.6,155.27,20.66M,-1.11%
5/19/2016,152.55,150.71,154.4,150.71,35.28M,-2.42%
5/20/2016,153.82,150.71,154.49,150.71,19.19M,0.83%
5/23/2016,154.4,154.88,156.82,154.11,12.22M,0.38%
5/24/2016,155.76,155.27,156.24,154.88,12.33M,0.88%
5/25/2016,159.64,158.18,159.93,157.99,21.58M,2.49%
5/26/2016,158.96,160.03,160.03,157.7,14.46M,-0.43%
5/27/2016,166.14,160.12,166.72,159.64,41.27M,4.52%
5/30/2016,164.88,166.14,167.4,164.39,21.75M,-0.76%
5/31/2016,168.18,166.92,168.57,165.95,56.23M,2.00%
6/1/2016,165.36,166.92,167.79,164.78,17.35M,-1.68%
6/2/2016,165.17,164.98,165.46,163.42,21.46M,-0.11%
6/3/2016,165.75,165.27,167.21,164.49,27.44M,0.35%
6/6/2016,168.66,165.07,168.86,165.07,17.12M,1.76%
6/7/2016,171.38,169.83,171.57,169.34,17.25M,1.61%
6/8/2016,170.7,171.38,171.38,169.44,18.87M,-0.40%
6/10/2016,169.93,173.22,173.22,169.63,20.40M,-0.45%
6/13/2016,164.49,165.07,166.72,164.2,21.17M,-3.20%
6/14/2016,163.33,163.81,164.39,162.65,17.73M,-0.71%
6/15/2016,167.89,162.74,168.95,162.36,18.84M,2.79%
6/16/2016,163.81,167.69,167.89,163.42,15.09M,-2.43%
6/17/2016,163.91,165.46,166.24,162.55,17.88M,0.06%
6/20/2016,165.66,164.98,166.14,164.01,9.43M,1.07%
6/21/2016,167.79,166.92,168.18,165.95,10.08M,1.29%
6/22/2016,171.87,167.98,172.64,167.79,19.63M,2.43%
6/23/2016,170.9,170.8,171.19,168.18,12.24M,-0.56%
6/24/2016,168.66,169.63,172.35,163.13,30.59M,-1.31%
6/27/2016,165.85,165.07,167.01,165.07,15.66M,-1.67%
6/28/2016,165.46,162.06,165.75,162.06,17.95M,-0.24%
6/29/2016,167.3,165.36,167.6,165.36,13.55M,1.11%
6/30/2016,170.9,169.73,171.38,168.57,16.92M,2.15%
7/4/2016,173.61,172.84,174.2,171.77,16.23M,1.59%
7/5/2016,171.19,173.71,173.71,170.9,9.56M,-1.39%
7/6/2016,169.15,168.95,170.31,167.89,11.66M,-1.19%
7/7/2016,171.09,169.83,172.16,169.44,8.02M,1.15%
7/8/2016,171.77,171.96,173.13,171.19,13.82M,0.40%
7/11/2016,174.68,174.58,175.46,173.9,12.85M,1.69%
7/12/2016,175.55,176.33,176.33,173.22,13.84M,0.50%
7/13/2016,175.84,175.46,176.33,175.07,11.21M,0.17%
7/14/2016,178.08,175.26,178.56,174.58,12.67M,1.27%
7/15/2016,179.34,178.85,180.7,177.69,15.49M,0.71%
7/18/2016,179.53,178.56,180.31,178.27,10.03M,0.11%
7/19/2016,177.88,179.05,179.53,177.69,11.78M,-0.92%
7/20/2016,180.11,178.95,180.5,178.08,13.33M,1.25%
7/21/2016,179.14,180.7,180.99,178.85,14.80M,-0.54%
7/22/2016,179.73,179.53,180.11,178.17,7.80M,0.33%
7/25/2016,182.44,181.38,182.44,179.73,7.78M,1.51%
7/26/2016,180.79,180.7,184.09,180.7,14.72M,-0.90%
7/27/2016,183.41,180.5,183.41,180.5,12.09M,1.45%
7/28/2016,183.41,181.96,183.8,181.09,11.65M,0.00%
7/29/2016,180.99,183.51,184.19,180.99,13.35M,-1.32%
8/1/2016,179.05,181.47,182.15,178.76,20.73M,-1.07%
8/3/2016,176.14,176.62,177.59,176.14,18.41M,-1.63%
8/4/2016,177.2,177.3,178.17,176.33,9.64M,0.60%
8/5/2016,179.14,177.59,180.6,177.11,10.03M,1.09%
8/8/2016,183.22,180.7,183.32,180.7,11.91M,2.28%
8/9/2016,182.64,182.93,183.9,181.96,8.13M,-0.32%
8/10/2016,182.44,181.57,183.41,181.47,7.50M,-0.11%
8/11/2016,183.12,181.28,183.12,181.28,11.39M,0.37%
8/12/2016,182.25,184.87,185.84,181.96,18.15M,-0.48%
8/15/2016,185.45,182.44,186.03,182.44,13.19M,1.76%
8/16/2016,189.63,189.72,191.66,187.88,24.57M,2.25%
8/17/2016,187.3,189.63,192.05,186.03,18.47M,-1.23%
8/18/2016,197,198.94,198.94,193.8,41.31M,5.18%
8/19/2016,195.84,198.94,198.94,195.64,12.57M,-0.59%
8/22/2016,198.75,196.03,198.75,195.45,11.45M,1.49%
8/23/2016,197.58,198.17,199.33,196.42,8.92M,-0.59%
8/24/2016,195.06,197.58,198.55,194.48,13.62M,-1.28%
8/25/2016,193.6,196.03,196.03,193.6,10.99M,-0.75%
8/26/2016,194.48,193.31,196.61,193.31,8.09M,0.45%
8/29/2016,195.45,194.87,196.22,194.09,9.84M,0.50%
8/30/2016,198.75,196.81,198.94,196.03,11.75M,1.69%
8/31/2016,195.84,198.94,198.94,195.06,15.32M,-1.46%
9/1/2016,196.61,195.06,197.39,194.87,13.61M,0.39%
9/2/2016,195.84,196.61,198.55,195.25,16.43M,-0.39%
9/5/2016,203.99,198.55,204.38,197.58,18.90M,4.16%
9/6/2016,208.65,203.79,210.39,202.82,19.06M,2.28%
9/7/2016,206.9,209.62,210,204.96,17.61M,-0.84%
9/8/2016,208.65,205.35,209.62,205.15,15.49M,0.85%
9/9/2016,207.48,208.26,209.81,205.93,20.28M,-0.56%
9/12/2016,200.88,203.79,204.38,200.3,19.92M,-3.18%
9/13/2016,201.85,202.82,205.35,201.08,14.87M,0.48%
9/14/2016,202.43,200.49,203.41,200.49,7.70M,0.29%
9/15/2016,203.6,201.85,205.93,201.85,18.06M,0.58%
9/19/2016,203.21,205.54,205.93,201.46,18.39M,-0.19%
9/20/2016,202.82,203.79,203.99,201.85,12.14M,-0.19%
9/21/2016,204.96,202.43,205.15,201.46,11.51M,1.06%
9/22/2016,208.26,207.68,209.42,206.9,17.84M,1.61%
9/23/2016,211.75,207.09,214.27,206.32,24.98M,1.68%
9/26/2016,206.7,210.97,210.97,205.93,18.58M,-2.38%
9/27/2016,209.42,208.65,210.97,207.68,14.74M,1.32%
9/28/2016,210.2,207.68,210.78,207.68,8.17M,0.37%
9/29/2016,211.17,211.56,211.95,209.62,11.12M,0.46%
9/30/2016,206.7,208.84,210.39,206.7,14.86M,-2.12%
10/3/2016,210.39,210,211.17,209.23,10.02M,1.79%
10/4/2016,210.97,210.78,211.17,209.03,7.73M,0.28%
10/5/2016,210.97,210.2,210.97,209.42,6.66M,0.00%
10/6/2016,210.97,211.56,211.56,210.2,10.66M,0.00%
10/7/2016,209.81,210.2,210.97,209.03,8.90M,-0.55%
10/11/2016,209.42,210.97,211.75,208.06,12.71M,-0.19%
10/12/2016,207.09,207.29,207.87,204.76,16.67M,-1.11%
10/13/2016,203.79,204.76,206.9,203.21,16.89M,-1.59%
10/14/2016,202.82,202.24,204.76,202.24,14.03M,-0.48%
10/17/2016,202.63,202.82,203.79,201.08,9.77M,-0.09%
10/18/2016,206.12,203.21,206.9,202.82,12.26M,1.72%
10/19/2016,206.51,205.15,208.06,205.15,7.58M,0.19%
10/20/2016,207.87,207.68,209.03,207.09,8.23M,0.66%
10/24/2016,209.03,207.48,209.03,205.93,15.57M,0.56%
10/25/2016,208.45,209.81,209.81,208.45,8.37M,-0.28%
10/26/2016,205.93,206.7,209.42,205.93,8.78M,-1.21%
10/27/2016,204.38,206.32,207.09,203.79,10.69M,-0.75%
10/28/2016,201.85,204.38,204.57,199.14,17.88M,-1.24%
10/31/2016,199.72,202.82,202.82,199.72,12.09M,-1.06%
11/1/2016,201.08,201.66,203.41,201.08,15.03M,0.68%
11/2/2016,198.36,198.94,200.3,197.39,13.87M,-1.35%
11/3/2016,196.03,196.42,197.39,194.87,17.46M,-1.17%
11/4/2016,194.09,193.9,196.22,193.6,17.02M,-0.99%
11/7/2016,198.17,193.12,200.69,193.12,16.09M,2.10%
11/8/2016,199.52,199.72,201.08,198.36,12.36M,0.68%
11/9/2016,196.42,200.69,200.69,193.6,33.65M,-1.55%
11/10/2016,202.05,200.3,203.21,199.91,18.98M,2.87%
11/11/2016,194.09,197,197.78,194.09,45.35M,-3.94%
11/14/2016,186.91,190.01,190.21,186.52,50.33M,-3.70%
11/15/2016,187.49,184.38,188.27,184.09,30.69M,0.31%
11/16/2016,191.08,190.21,193.6,189.72,27.00M,1.91%
11/17/2016,189.04,189.24,191.86,187.68,27.27M,-1.07%
11/18/2016,189.63,189.33,191.66,188.07,17.09M,0.31%
11/21/2016,187.88,189.33,189.82,186.33,15.15M,-0.92%
11/22/2016,190.01,190.11,190.5,188.36,13.01M,1.13%
11/23/2016,188.56,190.4,190.5,187.78,15.63M,-0.76%
11/24/2016,186.52,187.78,188.36,186.03,15.46M,-1.08%
11/25/2016,187.3,187.49,188.07,186.42,7.82M,0.42%
11/28/2016,189.53,187.3,190.98,187.3,16.55M,1.19%
11/29/2016,187.3,191.18,191.95,187.3,19.74M,-1.18%
11/30/2016,187.98,187.2,188.75,186.42,17.89M,0.36%
12/1/2016,188.75,189.24,189.63,187.59,15.47M,0.41%
12/2/2016,185.36,185.36,185.84,184,31.65M,-1.80%
12/5/2016,184.38,184.38,186.91,183.61,14.88M,-0.53%
12/6/2016,184.29,186.23,186.71,184,10.83M,-0.05%
12/7/2016,184.58,185.06,185.74,184,9.96M,0.16%
12/8/2016,185.26,187.1,187.68,184.48,15.78M,0.37%
12/9/2016,182.64,183.41,184.77,180.89,22.99M,-1.41%
12/12/2016,179.63,184.29,184.29,178.95,21.96M,-1.65%
12/13/2016,180.79,181.47,181.47,179.34,16.39M,0.65%
12/14/2016,181.28,182.44,183.9,181.28,18.53M,0.27%
12/15/2016,178.56,179.92,180.7,177.4,23.81M,-1.50%
12/16/2016,178.46,176.91,179.14,176.91,21.78M,-0.06%
12/19/2016,176.82,176.82,177.69,176.82,10.93M,-0.92%
12/20/2016,176.33,176.62,178.27,175.26,12.84M,-0.28%
12/21/2016,176.82,176.33,178.08,176.33,11.32M,0.28%
12/22/2016,176.14,177.88,178.37,175.84,15.03M,-0.38%
12/23/2016,174.39,175.65,175.65,174.29,16.36M,-0.99%
12/28/2016,178.17,175.65,179.82,174.97,18.22M,2.17%
12/29/2016,182.06,177.59,183.8,177.59,22.12M,2.18%
12/30/2016,184.09,184.38,185.16,183.41,13.58M,1.12%
1/3/2017,183.8,182.44,185.45,182.44,9.64M,-0.16%
1/4/2017,183.41,184.77,184.87,182.54,11.41M,-0.21%
1/5/2017,187.59,185.36,188.46,185.06,20.54M,2.28%
1/6/2017,189.33,190.4,190.98,188.95,20.08M,0.93%
1/9/2017,189.82,190.89,191.08,189.43,13.61M,0.26%
1/10/2017,192.15,191.66,192.15,190.3,15.63M,1.23%
1/11/2017,194.87,194.09,195.45,192.83,20.70M,1.42%
1/12/2017,192.92,195.06,195.06,190.79,16.36M,-1.00%
1/13/2017,193.8,193.12,194.28,192.83,10.16M,0.46%
1/16/2017,190.89,193.8,193.8,190.21,11.60M,-1.50%
1/17/2017,191.86,193.99,193.99,191.66,8.85M,0.51%
1/18/2017,193.8,192.73,193.9,192.15,10.96M,1.01%
1/19/2017,193.6,194.67,194.67,192.44,9.66M,-0.10%
1/20/2017,191.86,193.12,193.51,191.86,7.69M,-0.90%
1/23/2017,191.95,190.6,193.41,190.6,7.06M,0.05%
1/24/2017,191.95,193.02,193.02,191.08,8.83M,0.00%
1/25/2017,194.87,195.06,195.06,193.31,17.02M,1.52%
1/26/2017,198.94,196.42,199.33,195.84,21.04M,2.09%
1/27/2017,198.36,199.52,199.52,198.17,8.72M,-0.29%
2/1/2017,200.49,196.03,200.69,194.87,19.49M,1.07%
2/2/2017,199.14,200.88,202.24,198.36,14.25M,-0.67%
2/3/2017,198.94,199.33,200.3,196.42,12.53M,-0.10%
2/6/2017,201.27,200.3,201.27,198.36,9.24M,1.17%
2/7/2017,199.33,199.91,201.27,198.36,11.54M,-0.96%
2/8/2017,197.97,198.36,199.14,196.42,15.98M,-0.68%
2/9/2017,198.17,199.52,200.88,198.17,12.97M,0.10%
2/10/2017,196.61,199.33,199.91,196.42,13.34M,-0.79%
2/13/2017,197.58,197,198.94,197,11.47M,0.49%
2/14/2017,196.81,197.19,197.78,196.81,11.74M,-0.39%
2/15/2017,200.49,196.22,201.66,196.22,20.97M,1.87%
2/16/2017,205.73,203.79,206.7,201.85,30.65M,2.61%
2/17/2017,205.93,207.29,208.65,205.54,18.57M,0.10%
2/20/2017,207.68,206.9,208.84,206.32,14.39M,0.85%
2/21/2017,204.76,207.29,208.45,203.79,14.98M,-1.41%
2/22/2017,208.65,205.73,208.65,205.73,14.28M,1.90%
2/23/2017,208.45,209.23,210,207.68,15.73M,-0.10%
2/24/2017,204.96,207.09,207.87,204.96,17.22M,-1.67%
2/27/2017,203.99,204.76,207.29,203.41,14.14M,-0.47%
2/28/2017,200.88,204.57,205.35,200.88,16.36M,-1.52%
3/1/2017,200.69,200.88,201.27,198.94,19.15M,-0.09%
3/2/2017,200.3,204.38,204.76,200.3,15.81M,-0.19%
3/3/2017,201.08,199.91,202.63,198.17,16.23M,0.39%
3/6/2017,203.02,200.49,204.18,200.49,11.37M,0.96%
3/7/2017,205.54,202.63,206.32,202.63,12.05M,1.24%
3/8/2017,205.93,203.99,206.32,203.99,10.86M,0.19%
3/9/2017,203.6,206.7,206.7,203.02,14.12M,-1.13%
3/10/2017,206.12,203.21,206.51,203.02,15.88M,1.24%
3/13/2017,209.03,206.7,209.42,206.51,20.01M,1.41%
3/14/2017,208.26,209.62,209.62,207.48,15.10M,-0.37%
3/15/2017,208.26,206.7,209.23,206.7,10.74M,0.00%
3/16/2017,214.27,211.17,214.27,209.81,27.17M,2.89%
3/17/2017,215.44,215.63,216.22,214.27,22.11M,0.55%
3/20/2017,221.46,215.44,221.46,215.24,24.50M,2.79%
3/21/2017,222.04,221.26,223.01,217.19,28.35M,0.26%
3/22/2017,218.54,217.38,220.29,216.8,24.83M,-1.58%
3/23/2017,216.41,215.24,216.99,211.75,39.65M,-0.97%
3/24/2017,218.54,216.6,218.74,215.83,16.61M,0.98%
3/27/2017,218.16,218.54,221.65,216.6,20.61M,-0.17%
3/28/2017,219.32,220.29,220.29,218.16,14.41M,0.53%
3/29/2017,221.26,223.2,223.4,219.9,16.13M,0.88%
3/30/2017,218.54,222.43,222.43,218.54,17.39M,-1.23%
3/31/2017,216.22,218.74,219.71,216.02,16.12M,-1.06%
4/3/2017,218.54,219.32,219.32,215.83,13.04M,1.07%
4/5/2017,222.04,221.26,222.04,219.51,21.57M,1.60%
4/6/2017,221.26,221.07,222.04,219.71,11.19M,-0.35%
4/7/2017,220.49,221.26,221.46,217.57,14.93M,-0.35%
4/10/2017,219.71,221.26,221.65,218.74,7.48M,-0.35%
4/11/2017,218.35,221.26,221.26,217.57,9.45M,-0.62%
4/12/2017,224.17,218.74,224.17,218.54,15.74M,2.67%
4/13/2017,223.78,222.81,226.89,222.04,20.66M,-0.17%
4/18/2017,221.26,224.17,224.95,221.26,14.81M,-1.13%
4/19/2017,223.4,221.26,224.56,221.26,16.61M,0.97%
4/20/2017,229.61,225.73,229.61,224.76,21.40M,2.78%
4/21/2017,229.41,230.58,232.52,226.89,16.99M,-0.09%
4/24/2017,230.97,232.91,232.91,229.61,14.55M,0.68%
4/25/2017,235.62,231.74,235.62,230.19,18.79M,2.01%
4/26/2017,234.46,236.59,237.37,233.3,20.61M,-0.49%
4/27/2017,237.37,235.04,237.76,232.32,17.30M,1.24%
4/28/2017,236.21,237.57,237.57,235.24,13.45M,-0.49%
5/2/2017,241.06,237.76,241.06,237.57,19.38M,2.05%
5/4/2017,236.59,240.28,240.28,235.62,23.66M,-1.85%
5/5/2017,236.59,236.01,236.79,234.65,14.90M,0.00%
5/8/2017,237.57,239.89,239.89,236.21,19.31M,0.41%
5/9/2017,243.39,240.67,243.39,238.34,19.68M,2.45%
5/10/2017,243,244.55,247.85,241.84,29.59M,-0.16%
5/11/2017,247.08,242.22,247.46,242.03,20.29M,1.68%
5/12/2017,250.57,248.63,251.54,247.66,25.85M,1.41%
5/15/2017,251.35,251.93,252.9,250.18,21.57M,0.31%
5/16/2017,251.15,253.87,253.87,248.63,22.95M,-0.08%
5/17/2017,252.12,253.09,253.48,250.57,18.01M,0.39%
5/18/2017,256.2,249.4,263.38,249.4,54.04M,1.62%
5/19/2017,260.47,258.14,263.18,257.36,29.30M,1.67%
5/22/2017,267.26,263.57,268.62,262.41,27.16M,2.61%
5/23/2017,267.07,270.75,272.31,263.77,34.95M,-0.07%
5/24/2017,265.51,267.45,267.65,261.05,23.14M,-0.58%
5/25/2017,269.01,265.32,269.01,265.32,18.06M,1.32%
5/26/2017,269.78,267.45,270.75,267.26,16.82M,0.29%
5/29/2017,266.68,269.78,269.98,265.9,16.78M,-1.15%
5/31/2017,259.69,266.68,268.81,259.5,37.20M,-2.62%
6/1/2017,263.18,259.11,264.74,255.03,31.88M,1.34%
6/2/2017,262.02,267.45,267.45,261.44,18.06M,-0.44%
6/5/2017,263.57,263.77,265.51,261.05,12.46M,0.59%
6/6/2017,265.51,264.16,265.71,263.57,12.39M,0.74%
6/7/2017,264.74,266.48,267.45,262.8,13.08M,-0.29%
6/8/2017,265.32,264.74,266.29,263.38,14.99M,0.22%
6/9/2017,269.2,269.59,275.02,268.04,69.18M,1.46%
6/12/2017,262.6,263.18,266.68,261.44,38.02M,-2.45%
6/13/2017,264.35,265.51,265.51,262.99,23.00M,0.67%
6/14/2017,269.2,265.9,269.2,264.93,22.61M,1.83%
6/15/2017,264.93,268.81,268.81,264.93,18.22M,-1.59%
6/16/2017,264.54,264.74,268.23,264.54,20.93M,-0.15%
6/19/2017,270.56,266.68,270.75,266.1,16.96M,2.28%
6/20/2017,271.72,274.44,275.41,270.95,16.11M,0.43%
6/21/2017,270.95,271.92,273.28,268.81,16.52M,-0.28%
6/22/2017,273.28,274.25,275.41,272.11,15.57M,0.86%
6/23/2017,271.92,274.25,274.44,271.92,12.76M,-0.50%
6/26/2017,275.61,272.7,276.58,272.5,16.46M,1.36%
6/27/2017,279.49,276.19,279.88,274.44,20.03M,1.41%
6/28/2017,274.44,275.61,278.52,273.67,25.38M,-1.81%
6/29/2017,275.61,278.52,278.71,274.25,15.92M,0.43%
6/30/2017,270.95,270.75,272.31,269.2,20.92M,-1.69%
7/3/2017,272.5,270.17,272.5,269.59,12.98M,0.57%
7/4/2017,261.24,270.56,270.95,258.53,39.02M,-4.13%
7/5/2017,262.99,258.72,265.32,252.7,44.47M,0.67%
7/6/2017,263.77,266.48,266.87,263.18,16.90M,0.30%
7/7/2017,261.05,259.89,262.6,259.11,18.05M,-1.03%
7/10/2017,263.57,262.02,263.96,261.44,13.04M,0.97%
7/11/2017,270.17,265.71,270.75,265.71,18.88M,2.50%
7/12/2017,272.89,271.34,274.83,270.75,15.40M,1.01%
7/13/2017,275.99,277.16,277.94,274.25,18.89M,1.14%
7/14/2017,276.38,276.58,276.97,274.05,11.87M,0.14%
7/17/2017,276.58,279.49,280.26,275.8,14.31M,0.07%
7/18/2017,278.32,278.13,278.91,276.77,11.37M,0.63%
7/19/2017,289.19,281.24,289.97,280.26,28.38M,3.91%
7/20/2017,288.22,290.94,291.13,287.25,16.00M,-0.34%
7/21/2017,288.22,289.19,291.72,286.28,11.57M,0.00%
7/24/2017,293.27,289.19,293.85,288.42,15.58M,1.75%
7/25/2017,292.69,293.46,295.79,292.69,18.34M,-0.20%
7/26/2017,292.1,294.05,294.63,289.19,15.44M,-0.20%
7/27/2017,299.29,294.05,299.48,292.69,17.31M,2.46%
7/28/2017,295.79,295.6,298.32,294.05,22.26M,-1.17%
7/31/2017,304.14,296.37,305.11,296.37,21.61M,2.82%
8/1/2017,305.11,299.87,308.02,299.87,20.80M,0.32%
8/2/2017,303.36,305.69,308.41,302.58,18.49M,-0.57%
8/3/2017,299.48,301.61,303.36,298.9,23.47M,-1.28%
8/4/2017,302.2,302,306.08,300.64,17.22M,0.91%
8/7/2017,311.12,306.08,311.9,305.69,21.30M,2.95%
8/8/2017,318.89,310.93,318.89,310.54,22.77M,2.50%
8/9/2017,320.44,316.37,323.16,316.37,26.06M,0.49%
8/10/2017,316.95,318.31,320.64,313.26,27.59M,-1.09%
8/11/2017,301.42,304.72,309.77,301.03,57.67M,-4.90%
8/14/2017,314.42,304.72,315.2,304.72,30.66M,4.31%
8/15/2017,309.38,318.31,320.64,309.38,23.93M,-1.60%
8/16/2017,313.65,309.96,315.01,309.96,23.59M,1.38%
8/17/2017,319.66,330.34,330.92,319.66,44.33M,1.92%
8/18/2017,316.17,315.01,319.66,314.04,24.22M,-1.09%
8/21/2017,316.37,320.25,320.64,316.37,15.61M,0.06%
8/22/2017,314.42,318.31,319.47,314.42,14.71M,-0.62%
8/24/2017,317.72,323.16,323.16,315.59,23.43M,1.05%
8/25/2017,318.69,319.28,319.28,313.07,19.93M,0.31%
8/28/2017,313.45,317.34,319.28,311.9,22.34M,-1.64%
8/29/2017,310.35,310.74,312.48,305.3,22.21M,-0.99%
8/30/2017,316.95,315.98,317.92,313.45,17.63M,2.13%
8/31/2017,319.28,316.95,320.64,316.95,17.32M,0.74%
9/1/2017,316.56,321.99,322.38,316.56,23.45M,-0.85%
9/4/2017,312.48,315.39,316.37,311.9,15.52M,-1.29%
9/5/2017,312.29,313.65,316.37,311.71,13.84M,-0.06%
9/6/2017,314.62,311.32,315.98,309.77,17.26M,0.75%
9/7/2017,311.12,316.95,317.14,310.93,16.22M,-1.11%
9/8/2017,312.29,313.65,314.42,311.9,10.84M,0.38%
9/11/2017,321.02,313.26,321.02,312.68,23.85M,2.80%
9/12/2017,323.16,325.1,325.29,320.64,15.27M,0.67%
