日期,收盘,开盘,高,低,交易量,涨跌幅
11/22/2019,323.79,322.63,323.99,320.3,10.66M,1.27%
11/25/2019,328.84,331.75,331.75,327.87,17.93M,1.56%
11/26/2019,325.73,330.97,331.95,323.99,29.44M,-0.95%
11/27/2019,325.15,327.09,328.84,324.18,11.21M,-0.18%
11/28/2019,328.06,325.15,330.2,323.79,18.19M,0.89%
11/29/2019,322.05,324.37,325.35,319.33,13.81M,-1.83%
12/2/2019,323.21,325.15,325.15,321.85,10.20M,0.36%
12/3/2019,321.27,319.33,322.82,317,12.74M,-0.60%
12/4/2019,318.94,318.16,319.72,315.83,12.26M,-0.73%
12/5/2019,320.3,323.79,323.79,319.33,11.70M,0.43%
12/6/2019,325.73,323.79,326.51,322.43,15.64M,1.70%
12/9/2019,326.32,325.15,327.87,323.99,9.84M,0.18%
12/10/2019,326.9,323.4,328.84,323.02,10.47M,0.18%
12/11/2019,330,329.03,330.39,327.09,12.54M,0.95%
12/12/2019,338.74,334.66,341.07,333.5,33.28M,2.65%
12/13/2019,350.39,349.42,351.16,346.12,32.79M,3.44%
12/16/2019,349.22,352.13,353.69,347.48,19.24M,-0.33%
12/17/2019,360.29,357.38,362.03,352.72,32.56M,3.17%
12/18/2019,366.5,368.83,368.83,362.23,31.56M,1.72%
12/19/2019,364.56,363.59,364.56,359.51,18.44M,-0.53%
12/20/2019,364.17,366.89,366.89,361.26,21.66M,-0.11%
12/23/2019,366.69,366.89,366.89,362.81,11.67M,0.69%
12/24/2019,365.72,367.86,368.63,365.72,6.36M,-0.26%
12/27/2019,372.71,367.66,374.07,367.08,19.18M,1.91%
12/30/2019,371.93,370.19,373.29,369.99,14.33M,-0.21%
12/31/2019,364.56,367.86,369.02,363.59,10.38M,-1.98%
